,hpoID,Loss_cv1,Loss_cv2,Loss_cv3,Loss_cv4,Loss_cv5,Loss_cv_Avg
69,69.0,0.7129220366477966,0.7347073554992676,0.6790258884429932,0.7049425840377808,0.7072675824165344,0.7077730894088745
70,70.0,0.6101098656654358,0.518608033657074,0.6986018419265747,0.5248343348503113,0.5268898606300354,0.5758087873458863
71,71.0,0.6852177977561951,0.7017217874526978,0.7138389945030212,0.6775145530700684,0.6972828507423401,0.6951151967048645
72,72.0,0.6711428761482239,0.617648720741272,0.7108441591262817,0.6028251051902771,0.6720181703567505,0.6548958063125611
73,73.0,0.6838590502738953,0.7004369497299194,0.6988974213600159,0.7049134969711304,0.7028791904449463,0.6981972217559814
74,74.0,0.4008537828922272,0.4673912227153778,0.4194086194038391,0.34597116708755493,0.32264065742492676,0.39125308990478513
75,75.0,0.6045092940330505,0.5574519038200378,0.4281168282032013,0.2930636405944824,0.3623870611190796,0.4491057455539703
76,76.0,0.6664673686027527,0.7384377121925354,0.684638261795044,0.650043785572052,0.6479041576385498,0.6774982571601867
77,77.0,0.6903975009918213,0.687853217124939,0.7020425796508789,0.7055535912513733,0.6660887002944946,0.6903871178627015
78,78.0,0.7156330347061157,0.696346640586853,0.6879206299781799,0.7176569700241089,0.7086114883422852,0.7052337527275085
79,79.0,0.7316484451293945,0.6789446473121643,0.7108073234558105,0.7137945890426636,0.7081010341644287,0.7086592078208923
80,80.0,0.4154547154903412,0.3856601119041443,0.32041239738464355,0.4776676595211029,0.3032257854938507,0.38048413395881653
81,81.0,0.6800671815872192,0.695193886756897,0.6817495822906494,0.605366051197052,0.6805627346038818,0.6685878872871399
82,82.0,0.6851488351821899,0.7387264966964722,0.6986709237098694,0.6979279518127441,0.6900209784507751,0.7020990371704101
83,83.0,0.6785169839859009,0.7132850289344788,0.6541187167167664,0.6899749040603638,0.7088972330093384,0.6889585733413697
84,84.0,0.7122429609298706,0.7064923048019409,0.7182970643043518,0.7088682055473328,0.7198383808135986,0.713147783279419
85,85.0,0.30866774916648865,0.33481043577194214,0.34158340096473694,0.31633317470550537,0.3776785731315613,0.3358146667480469
86,86.0,0.7071205377578735,0.6676578521728516,0.6841773986816406,0.6953386664390564,0.6957882642745972,0.6900165438652038
87,87.0,0.39277833700180054,0.4333134591579437,0.39137086272239685,0.35782408714294434,0.5089103579521179,0.4168394207954407
88,88.0,0.31202471256256104,0.41028040647506714,0.24835939705371857,0.29050925374031067,0.21323522925376892,0.2948817998170853
89,89.0,0.55133056640625,0.5928723216056824,0.6174317598342896,0.5762541890144348,0.5050380825996399,0.5685853838920594
90,90.0,0.25051000714302063,0.3136308491230011,0.27242523431777954,0.27800676226615906,0.2001253068447113,0.2629396319389343
91,91.0,0.6364110112190247,0.6249784231185913,0.6309754252433777,0.6902867555618286,0.626386284828186,0.6418075799942017
92,92.0,0.5736369490623474,0.6398623585700989,0.5869521498680115,0.6886842846870422,0.7046734094619751,0.638761830329895
93,93.0,0.29255276918411255,0.2978038787841797,0.3042968213558197,0.39251264929771423,0.3762019872665405,0.33267362117767335
94,94.0,0.4141356647014618,0.433712363243103,0.40559500455856323,0.31704583764076233,0.4529634714126587,0.40469046831130984
95,95.0,0.527776837348938,0.5362851023674011,0.5683514475822449,0.521389901638031,0.5102482438087463,0.5328103065490722
96,96.0,0.7170019149780273,0.6849950551986694,0.6903925538063049,0.6703051924705505,0.6830914616584778,0.689157235622406
97,97.0,0.3500077426433563,0.3251231610774994,0.3563117980957031,0.323126882314682,0.5086936950683594,0.37265265583992
98,98.0,0.34983667731285095,0.37040966749191284,0.551651656627655,0.4676077663898468,0.4474060535430908,0.4373823642730713
