,hpoID,Acc_cv1,Acc_cv2,Acc_cv3,Acc_cv4,Acc_cv5,Acc_cv_Avg
38,38.0,84.9753646850586,86.57635498046875,88.79309844970703,86.57635498046875,85.46797943115234,86.47783050537109
39,39.0,85.71428680419922,87.1921157836914,85.46797943115234,85.46797943115234,85.3448257446289,85.83743743896484
40,40.0,92.11822509765625,89.7783203125,89.28571319580078,86.57635498046875,88.54679870605469,89.26108245849609
41,41.0,83.00492095947266,87.80787658691406,89.28571319580078,90.27093505859375,93.47290802001953,88.76847076416016
42,42.0,71.42857360839844,82.38916015625,43.472904205322266,84.11329650878906,46.305416107177734,65.5418701171875
43,43.0,77.9556655883789,43.472904205322266,83.37438201904297,43.5960578918457,82.38916015625,66.15763397216797
44,44.0,61.330047607421875,43.96551513671875,82.51231384277344,74.87684631347656,78.94088745117188,68.3251220703125
45,45.0,91.00984954833984,90.14778137207031,88.91625213623047,90.39408874511719,90.51724243164062,90.1970428466797
46,46.0,76.47782897949219,44.70443344116211,43.472904205322266,46.55172348022461,86.69950866699219,59.58127975463867
47,47.0,70.32019805908203,88.91625213623047,86.083740234375,88.66995239257812,89.28571319580078,84.65517120361328
48,48.0,61.20689392089844,43.472904205322266,62.56157684326172,56.896549224853516,56.52709197998047,56.13300323486328
49,49.0,66.99507141113281,46.55172348022461,53.201969146728516,44.95073699951172,56.52709197998047,53.645318603515626
50,50.0,49.87684631347656,67.61083984375,43.472904205322266,80.04926300048828,78.44827270507812,63.891625213623044
51,51.0,57.881771087646484,43.472904205322266,47.906402587890625,56.52709197998047,71.42857360839844,55.44334869384765
52,52.0,86.33004760742188,88.79309844970703,91.5024642944336,88.91625213623047,86.33004760742188,88.37438201904297
53,53.0,43.472904205322266,43.472904205322266,79.92610931396484,88.05418395996094,87.1921157836914,68.42364349365235
54,54.0,43.472904205322266,81.89655303955078,80.17240905761719,44.458126068115234,75.86206817626953,65.172412109375
55,55.0,43.472904205322266,84.72906494140625,43.472904205322266,81.89655303955078,84.60591125488281,67.63546752929688
56,56.0,92.24137878417969,91.00984954833984,91.87191772460938,91.99507141113281,84.72906494140625,90.3694564819336
57,57.0,84.85221862792969,74.13793182373047,78.94088745117188,84.9753646850586,81.89655303955078,80.96059112548828
58,58.0,87.43842315673828,79.8029556274414,65.27093505859375,85.09851837158203,82.26600646972656,79.97536773681641
59,59.0,43.472904205322266,46.42856979370117,43.472904205322266,43.5960578918457,44.33497619628906,44.26108245849609
60,60.0,56.52709197998047,43.472904205322266,66.37931060791016,66.74876403808594,43.5960578918457,55.344825744628906
61,61.0,44.58127975463867,85.46797943115234,80.41871643066406,44.458126068115234,60.71428298950195,63.12807693481445
62,62.0,58.99014663696289,64.7783203125,66.5024642944336,56.40393829345703,38.54679870605469,57.04433364868164
63,63.0,90.39408874511719,87.68473052978516,89.28571319580078,87.1921157836914,88.42364501953125,88.59605865478515
64,64.0,43.71921157836914,43.472904205322266,75.98522186279297,43.84236526489258,44.08866882324219,50.22167434692383
65,65.0,86.33004760742188,45.68965530395508,43.472904205322266,48.39901351928711,81.2807846069336,61.034481048583984
66,66.0,43.84236526489258,43.472904205322266,43.472904205322266,43.5960578918457,74.38423156738281,49.753692626953125
67,67.0,91.37931060791016,89.0394058227539,74.87684631347656,74.13793182373047,89.6551742553711,83.81773376464844
68,68.0,65.76354217529297,81.15763092041016,60.71428298950195,43.472904205322266,43.71921157836914,58.9655143737793
69,69.0,43.472904205322266,43.472904205322266,69.70442962646484,44.58127975463867,43.10344696044922,48.86699295043945
70,70.0,85.22167205810547,85.96058654785156,43.96551513671875,84.9753646850586,86.20689392089844,77.26600646972656
71,71.0,64.6551742553711,46.18226623535156,44.33497619628906,71.92118072509766,49.87684631347656,55.39408874511719
72,72.0,59.97536849975586,81.03448486328125,43.472904205322266,82.01970672607422,44.58127975463867,62.216748809814455
73,73.0,53.57142639160156,56.52709197998047,58.74384307861328,56.52709197998047,56.52709197998047,56.37930908203125
74,74.0,87.1921157836914,89.7783203125,87.80787658691406,88.17733764648438,90.14778137207031,88.62068634033203
75,75.0,81.2807846069336,87.68473052978516,87.06896209716797,89.53202056884766,88.30049133300781,86.77339782714844
76,76.0,81.6502456665039,43.472904205322266,43.472904205322266,86.94580841064453,52.83251190185547,61.67487487792969
77,77.0,63.7931022644043,65.51724243164062,44.33497619628906,43.5960578918457,71.305419921875,57.70935974121094
78,78.0,43.472904205322266,56.15763473510742,56.15763473510742,43.472904205322266,43.472904205322266,48.54679641723633
79,79.0,44.95073699951172,72.66009521484375,43.472904205322266,43.472904205322266,43.472904205322266,49.605908966064455
80,80.0,87.06896209716797,90.14778137207031,90.8866958618164,89.40886688232422,90.8866958618164,89.67980041503907
81,81.0,43.5960578918457,48.27585983276367,43.5960578918457,84.72906494140625,43.71921157836914,52.783250427246095
82,82.0,59.60591125488281,43.472904205322266,54.55664825439453,43.5960578918457,55.049259185791016,51.25615615844727
83,83.0,70.1970443725586,43.71921157836914,66.13300323486328,59.482757568359375,47.78324890136719,57.463053131103514
84,84.0,56.52709197998047,43.71921157836914,43.71921157836914,44.211822509765625,43.472904205322266,46.330048370361325
85,85.0,90.64039611816406,86.69950866699219,89.7783203125,89.28571319580078,87.9310302734375,88.8669937133789
86,86.0,56.650245666503906,69.21182250976562,69.33497619628906,43.226600646972656,56.28078842163086,58.940886688232425
87,87.0,87.56157684326172,85.22167205810547,88.91625213623047,88.05418395996094,84.9753646850586,86.94580993652343
88,88.0,91.5024642944336,86.57635498046875,93.10344696044922,92.85713958740234,92.61083221435547,91.33004760742188
89,89.0,85.46797943115234,83.00492095947266,68.59606170654297,84.60591125488281,84.72906494140625,81.28078765869141
90,90.0,92.98029327392578,91.37931060791016,91.00984954833984,90.64039611816406,93.59605407714844,91.92118072509766
91,91.0,65.02462768554688,82.75862121582031,80.66502380371094,43.472904205322266,83.25122833251953,71.03448104858398
92,92.0,84.9753646850586,83.25122833251953,85.71428680419922,44.33497619628906,43.5960578918457,68.37438278198242
93,93.0,91.25615692138672,90.51724243164062,90.8866958618164,90.76354217529297,91.5024642944336,90.98522033691407
94,94.0,90.02462768554688,88.79309844970703,89.53202056884766,90.76354217529297,90.51724243164062,89.92610626220703
95,95.0,83.62068939208984,83.00492095947266,84.2364501953125,84.72906494140625,83.00492095947266,83.71920928955078
96,96.0,44.08866882324219,43.71921157836914,48.27585983276367,73.02955627441406,46.79802703857422,51.182264709472655
97,97.0,90.64039611816406,89.6551742553711,89.6551742553711,88.66995239257812,86.94580841064453,89.11330108642578
98,98.0,90.76354217529297,90.76354217529297,87.06896209716797,91.25615692138672,89.90147399902344,89.95073547363282
