,hpoID,Acc_cv1,Acc_cv2,Acc_cv3,Acc_cv4,Acc_cv5,Acc_cv_Avg
0,0.0,90.14778137207031,88.66995239257812,91.99507141113281,90.64039611816406,92.85713958740234,90.86206817626953
1,1.0,89.90147399902344,92.61083221435547,88.54679870605469,86.33004760742188,92.24137878417969,89.92610626220703
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,18.0,88.91625213623047,86.94580841064453,93.10344696044922,77.83251190185547,90.39408874511719,87.43842163085938
19,19.0,43.71921157836914,80.41871643066406,46.921180725097656,82.38916015625,76.35467529296875,65.96058883666993
20,20.0,87.68473052978516,82.88177490234375,83.00492095947266,81.52709197998047,88.30049133300781,84.67980194091797
21,21.0,43.96551513671875,43.472904205322266,44.58127975463867,44.458126068115234,56.52709197998047,46.600983428955075
22,22.0,88.66995239257812,87.1921157836914,89.28571319580078,88.30049133300781,88.79309844970703,88.44827423095703
23,23.0,89.0394058227539,86.083740234375,89.16255950927734,88.42364501953125,87.68473052978516,88.07881622314453
24,24.0,51.10837173461914,43.71921157836914,49.38423538208008,85.22167205810547,87.06896209716797,63.30049057006836
25,25.0,91.00984954833984,90.51724243164062,92.24137878417969,88.91625213623047,91.74876403808594,90.8866973876953
26,26.0,43.84236526489258,43.472904205322266,56.52709197998047,43.472904205322266,71.92118072509766,51.84728927612305
27,27.0,91.13300323486328,89.7783203125,90.02462768554688,89.6551742553711,88.66995239257812,89.85221557617187
28,28.0,78.94088745117188,81.52709197998047,83.86699676513672,59.60591125488281,83.1280746459961,77.41379241943359
29,29.0,43.5960578918457,43.472904205322266,62.56157684326172,46.55172348022461,56.28078842163086,50.492610168457034
30,30.0,43.472904205322266,47.906402587890625,47.906402587890625,72.66009521484375,75.12315368652344,57.41379165649414
31,31.0,43.472904205322266,43.84236526489258,43.472904205322266,44.08866882324219,62.68472671508789,47.51231384277344
32,32.0,84.2364501953125,83.4975357055664,80.91133117675781,85.83744049072266,85.3448257446289,83.96551666259765
33,33.0,47.41379165649414,59.236454010009766,55.5418701171875,47.78324890136719,54.31034469604492,52.8571418762207
34,34.0,43.472904205322266,85.46797943115234,76.8472900390625,83.25122833251953,74.87684631347656,72.78324966430664
35,35.0,92.11822509765625,93.10344696044922,90.27093505859375,91.87191772460938,88.30049133300781,91.13300323486328
36,36.0,44.211822509765625,60.71428298950195,72.29064178466797,43.5960578918457,56.034481048583984,55.36945724487305
37,37.0,61.82265853881836,91.87191772460938,89.53202056884766,70.68965148925781,92.11822509765625,81.20689468383789
